Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A701119,,04/24/2015 12:11:00 PM,04/24/2015 12:11:00 PM,Austin (TX),Owner Surrender,Nursing,Dog,Intact Male,2 days,Yorkshire Terrier/Rat Terrier,Tricolor
A776584,,07/16/2018 12:43:00 PM,07/16/2018 12:43:00 PM,2113 Haskell Street in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,White/Orange Tabby
A675651,,03/30/2014 06:06:00 PM,03/30/2014 06:06:00 PM,725 Airport in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair/Dachshund Wirehair,Brown Brindle
A767855,Luna,03/08/2018 11:05:00 AM,03/08/2018 11:05:00 AM,William Cannon Drive And Mancacha in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A779994,,09/08/2018 11:05:00 AM,09/08/2018 11:05:00 AM,1406 Chicon St in Austin (TX),Stray,Injured,Other,Unknown,2 years,Rabbit Sh,Brown
A703866,,05/29/2015 05:04:00 PM,05/29/2015 05:04:00 PM,10506 Newmon Rd #B in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Lynx Point
A747566,Canelo,04/21/2017 01:02:00 PM,04/21/2017 01:02:00 PM,12408 Campana Dr in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Mastiff Mix,Brown
A674315,*George,03/11/2014 12:18:00 PM,03/11/2014 12:18:00 PM,1817 E Oltorf in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Orange Tabby/White
A686245,,08/19/2014 07:08:00 AM,08/19/2014 07:08:00 AM,Westmister /Waterbrook in Austin (TX),Stray,Injured,Cat,Intact Female,8 years,Domestic Shorthair Mix,Brown Tabby/Black
A746542,Blue,04/04/2017 02:47:00 PM,04/04/2017 02:47:00 PM,Airport Blvd & Montopolis Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Australian Cattle Dog Mix,Brown/White
A710905,,08/29/2015 05:34:00 PM,08/29/2015 05:34:00 PM,5800 Rain Creek Pkwy in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray
A702428,*Sammy,05/13/2015 03:50:00 PM,05/13/2015 03:50:00 PM,7505 Aspen Brook in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan/White
A711194,,09/03/2015 12:15:00 PM,09/03/2015 12:15:00 PM,12138 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Longhair Mix,Brown Tabby/White
A727732,*Russella,05/25/2016 12:23:00 PM,05/25/2016 12:23:00 PM,1801 Fortview Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A671391,Riker,01/23/2014 01:12:00 PM,01/23/2014 01:12:00 PM,106 Reinli in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Brown/White
A759559,*Eden,10/03/2017 01:55:00 PM,10/03/2017 01:55:00 PM,7301 Spicewood Springs Road in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever Mix,Black/White
A682595,Lady Sasha,06/30/2014 12:01:00 PM,06/30/2014 12:01:00 PM,Town Lake in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Golden Retriever Mix,Red
A757449,,09/02/2017 03:09:00 PM,09/02/2017 03:09:00 PM,Georgian Dr And Red Oak Circle in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Basenji Mix,Brown/White
A666467,Gracie,11/01/2013 04:02:00 PM,11/01/2013 04:02:00 PM,7100 N 35 in Austin (TX),Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Orange Tabby/White
A751598,,06/09/2017 09:39:00 AM,06/09/2017 09:39:00 AM,1605 Barney Dr in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Brown
A759913,Austin,10/09/2017 04:11:00 PM,10/09/2017 04:11:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,St. Bernard Rough Coat Mix,White/Black
A613954,Snicker,12/06/2013 11:29:00 AM,12/06/2013 11:29:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Miniature Pinscher,Black/Tan
A729462,*Sailor,06/18/2016 04:31:00 PM,06/18/2016 04:31:00 PM,4913 Hudson Bend Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A719250,*Leonidas,01/16/2016 12:09:00 PM,01/16/2016 12:09:00 PM,18324 Lydia Springs in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Labrador Retriever,Brown/Black
A727867,*Jasmine,05/26/2016 06:47:00 PM,05/26/2016 06:47:00 PM,Braker Dr And Parkfield in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Plott Hound Mix,Red
A771259,,05/02/2018 03:23:00 PM,05/02/2018 03:23:00 PM,9705 Research Blvd in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Squirrel,Brown
A686591,,08/23/2014 11:46:00 PM,08/23/2014 11:46:00 PM,201 E 4Th St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A706023,Sly,06/23/2015 04:46:00 PM,06/23/2015 04:46:00 PM,3414 Lynridge Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A706842,Sadie,07/04/2015 08:54:00 AM,07/04/2015 08:54:00 AM,Loyola Lane & Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair/Rat Terrier,Tricolor
A745745,,03/23/2017 11:22:00 AM,03/23/2017 11:22:00 AM,Austin (TX),Stray,Normal,Other,Unknown,1 year,Bat Mix,Black
A682171,,06/25/2014 11:11:00 AM,06/25/2014 11:11:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby
A742474,*Chase,01/22/2017 11:33:00 AM,01/22/2017 11:33:00 AM,Delano Street And Hudson Street in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Labrador Retriever Mix,Black/White
A717500,Peluchin,02/19/2018 04:52:00 PM,02/19/2018 04:52:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Miniature Poodle Mix,White
A753993,Alba,08/31/2017 11:31:00 AM,08/31/2017 11:31:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
A742032,Maggie,01/13/2017 12:54:00 PM,01/13/2017 12:54:00 PM,11912 Snow Goose Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,Buff/White
A711991,,09/15/2015 09:15:00 AM,09/15/2015 09:15:00 AM,S 1St/Slaughter in Austin (TX),Stray,Injured,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White
A740698,Biggie,06/22/2017 04:26:00 PM,06/22/2017 04:26:00 PM,14975 Swiss Dr in Travis (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White
A722844,Effie,03/23/2016 07:29:00 AM,03/23/2016 07:29:00 AM,Mckinney Heights in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,English Bulldog Mix,Brown/White
A757500,,09/03/2017 12:39:00 PM,09/03/2017 12:39:00 PM,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black
A711483,*Barney,09/07/2015 01:43:00 PM,09/07/2015 01:43:00 PM,8312 N Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black Smoke
A677095,,04/19/2014 01:07:00 PM,04/19/2014 01:07:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,6 months,Chinese Sharpei Mix,Tan
A729825,Beans,06/24/2016 12:58:00 PM,06/24/2016 12:58:00 PM,Lexington St And Hwy 290 in Manor (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A699888,Cupcake,04/03/2015 04:24:00 PM,04/03/2015 04:24:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/Brown
A741685,Mr.Chochi,05/03/2018 12:14:00 PM,05/03/2018 12:14:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Shih Tzu Mix,White/Black
A549562,Wolfie,01/26/2017 09:08:00 AM,01/26/2017 09:08:00 AM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,German Shepherd Mix,Brown/Black
A784099,Jack,11/23/2018 11:00:00 AM,11/23/2018 11:00:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,German Shepherd,Brown/Black
A783598,Charlie,11/02/2018 02:44:00 PM,11/02/2018 02:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Dachshund Mix,Black/Tan
A647098,Butch,12/29/2014 05:59:00 PM,12/29/2014 05:59:00 PM,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,3 years,Dogue De Bordeaux Mix,Red Merle/White
A671588,Taffy,01/27/2014 02:58:00 PM,01/27/2014 02:58:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,4 months,Dachshund,Black/White
A708198,*Sonya,07/24/2015 11:41:00 AM,07/24/2015 11:41:00 AM,7603 Onion Creek Dr in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Pit Bull Mix,Chocolate/White
A783538,Ebony,11/01/2018 01:45:00 PM,11/01/2018 01:45:00 PM,7313 North Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Labrador Retriever Mix,Black/White
A691157,Marigold,10/30/2014 04:27:00 PM,10/30/2014 04:27:00 PM,W. Overroad in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cairn Terrier/Yorkshire Terrier,Red
A759184,Quincy,09/28/2017 01:24:00 PM,09/28/2017 01:24:00 PM,7309 Lazy Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Tan/White
A677259,Genki,04/28/2014 01:35:00 PM,04/28/2014 01:35:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,13 years,Russian Blue Mix,Blue
A727514,*Hector,05/22/2016 07:10:00 PM,05/22/2016 07:10:00 PM,Left At Aac in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A672136,Chica,07/05/2015 08:23:00 PM,07/05/2015 08:23:00 PM,7709 Scenic Brook Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull/Boxer,Red/White
A727441,,05/22/2016 12:18:00 PM,05/22/2016 12:18:00 PM,6900 Old Bee Caves Rd in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black Tabby
A744423,,02/28/2017 03:52:00 PM,02/28/2017 03:52:00 PM,1645 E 6Th St in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat,Brown/Black
A689253,Spider Man,10/01/2014 11:03:00 AM,10/01/2014 11:03:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,7 months,Domestic Shorthair Mix,Black
A649141,Banksy,12/17/2018 11:12:00 AM,12/17/2018 11:12:00 AM,Parker Road And Timber Ridge Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Pit Bull Mix,White/Tan
A716990,Maximus,11/30/2015 12:39:00 PM,11/30/2015 12:39:00 PM,Wells Branch Pkwy in Pflugerville (TX),Stray,Normal,Dog,Intact Male,3 years,Cocker Spaniel Mix,Black/White
A760915,Marbles,10/25/2017 07:51:00 PM,10/25/2017 07:51:00 PM,1405 Montopolis Dr in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A680025,,05/29/2014 10:05:00 AM,05/29/2014 10:05:00 AM,13602 Fm 969 in Austin (TX),Stray,Nursing,Dog,Intact Female,6 days,Pit Bull Mix,Brown/White
A751768,Coco,06/12/2017 02:21:00 PM,06/12/2017 02:21:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A738268,Duke,08/07/2018 02:27:00 PM,08/07/2018 02:27:00 PM,East William Cannon Drive And Interstate 35 Northbound Service Road in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Rottweiler Mix,Black/Tan
A733610,,08/24/2016 01:53:00 PM,08/24/2016 01:53:00 PM,2300 Spirit Of Texas Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Maltese/Miniature Poodle,White/Buff
A640710,Lou,08/20/2014 04:07:00 PM,08/20/2014 04:07:00 PM,1823 Fortview Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Blue Lacy,Blue/White
